site,date,REG,DOY,WY,DOWY,M_DAY,lev_avg,lev_CV,temp_avg,temp_min,temp_max,temp_CV,lev_7_avg,temp_7_avg,temp_7_max,temp_7_min,temp_30_max,temp_30_min,days_no_ppt,obs_strt,missData,totalEM,Q_cfs,Q_CV,Q_min,Q_max,Q_7_cfs,Q_7_CV,len_km,EM_per_km,OVIPOSITION
MFA,2011-03-11,R,70,2011,162,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2226.4583333333335,8.62322548040523,1781,2448,2279.5892857142867,14.617450251833807,0.5,NA,0
MFA,2011-03-12,R,71,2011,163,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2205.8333333333335,6.1339348889519245,1886,2367,2326.4880952380963,11.365036253843016,0.5,NA,0
MFA,2011-03-13,R,72,2011,164,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2189.9583333333335,2.302069002762007,2093,2262,2372.3035714285725,10.225423031499957,0.5,NA,0
MFA,2011-03-14,R,73,2011,165,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475.2083333333335,33.642927844727005,2060,5078,2458.7738095238105,11.953013239688678,0.5,NA,0
MFA,2011-03-15,R,74,2011,166,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3898.375,3.425321895956478,3729,4100,2628.607142857144,11.122609588283238,0.5,NA,0
MFA,2011-03-16,R,75,2011,167,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9287.041666666666,27.99259544100896,3978,12250,3630.1488095238105,13.88101368472216,0.5,NA,0
MFA,2011-03-17,R,76,2011,168,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6624.458333333333,18.91850384511301,3653,8817,4272.476190476192,14.434082628417801,0.5,NA,0
MFA,2011-03-18,R,77,2011,169,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5027.75,8.47220001362502,4369,5713,4672.660714285716,14.412507561734914,0.5,NA,0
MFA,2011-03-19,R,78,2011,170,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4266.375,8.599785233126257,3322,4927,4967.02380952381,14.764771896616962,0.5,NA,0
MFA,2011-03-20,R,79,2011,171,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4117.291666666667,7.210616892793815,3768,4539,5242.357142857144,15.465993023764364,0.5,NA,0
MFA,2011-03-21,R,80,2011,172,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3999.25,5.374251824253256,3704,4354,5317.2202380952385,11.427610735125256,0.5,NA,0
MFA,2011-03-22,R,81,2011,173,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3427.25,9.146613365747294,2978,4278,5249.916666666667,12.244938087952516,0.5,NA,0
MFA,2011-03-23,R,82,2011,174,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3084.375,6.491895022921163,2654,3358,4363.821428571429,9.173409456797117,0.5,NA,0
MFA,2011-03-24,R,83,2011,175,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3317.0416666666665,6.454076178197012,2860,3768,3891.333333333335,7.392776932951975,0.5,NA,0
MFA,2011-03-25,R,84,2011,176,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3475.5416666666665,8.652497596736454,2850,3885,3669.5892857142867,7.418533730539322,0.5,NA,0
MFA,2011-03-26,R,85,2011,177,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3344.0833333333335,4.690148140356732,2880,3515,3537.833333333335,6.860014145857962,0.5,NA,0
MFA,2011-03-27,R,86,2011,178,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3445.8333333333335,7.764106194109729,2880,3807,3441.910714285715,6.9390840460459495,0.5,NA,0
MFA,2011-03-28,R,87,2011,179,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3216.3333333333335,4.334200876211567,2850,3442,3330.065476190477,6.790505339182851,0.5,NA,0
MFA,2011-03-29,R,88,2011,180,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3099.4583333333335,4.549584678831652,2760,3298,3283.2380952380963,6.133786955337759,0.5,NA,0
MFA,2011-03-30,R,89,2011,181,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2859.3333333333335,16.62789820532709,2118,3846,3251.0892857142867,7.581787409967177,0.5,NA,0
MFA,2011-03-31,R,90,2011,182,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332.4166666666665,6.140839819411715,2891,3628,3253.285714285715,7.537039358712135,0.5,NA,0
MFA,2011-04-01,R,91,2011,183,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3939.9583333333335,5.501749821335114,3515,4218,3319.6309523809537,7.0869325336548,0.5,NA,0
MFA,2011-04-02,R,92,2011,184,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4368.208333333333,6.495430824854583,3653,4682,3465.934523809525,7.344830060011636,0.5,NA,0
MFA,2011-04-03,R,93,2011,185,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4341.916666666667,7.229867465014963,3898,4977,3593.94642857143,7.268510241569527,0.5,NA,0
MFA,2011-04-04,R,94,2011,186,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4033.5416666666665,4.264994388241374,3768,4308,3710.690476190477,7.258623600430927,0.5,NA,0
MFA,2011-04-05,R,95,2011,187,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3806.9166666666665,6.585706592631709,3181,4144,3811.7559523809537,7.549498159545221,0.5,NA,0
MFA,2011-04-06,R,96,2011,188,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3843.4166666666665,4.374980303003553,3358,4019,3952.3392857142867,5.799081316356145,0.5,NA,0
MFA,2011-04-07,R,97,2011,189,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3639.5416666666665,8.272813668538761,3023,3925,3996.2142857142867,6.1036490090885795,0.5,NA,0
MFA,2011-04-08,R,98,2011,190,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3407.125,4.117661898633088,3181,3653,3920.095238095239,5.90592216298829,0.5,NA,0
MFA,2011-04-09,R,99,2011,191,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2978.4583333333335,8.766587941768536,2341,3286,3721.5595238095243,6.230373179690283,0.5,NA,0
MFA,2011-04-10,R,100,2011,192,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2415.4166666666665,10.740498236360096,2085,2731,3446.345238095239,6.731891861311017,0.5,NA,0
MFA,2011-04-11,R,101,2011,193,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2525.4166666666665,7.000018195494166,2060,2682,3230.89880952381,7.122609548061416,0.5,NA,0
MFA,2011-04-12,R,102,2011,194,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2227.375,9.881779496201652,1900,2540,3005.250000000001,7.593477105714265,0.5,NA,0
MFA,2011-04-13,R,103,2011,195,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2311.0833333333335,10.895866093149328,1823,2597,2786.3452380952394,8.525032218592234,0.5,NA,0
MFA,2011-04-14,R,104,2011,196,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2238.6666666666665,9.747223882466782,1720,2476,2586.2202380952394,8.735662249153378,0.5,NA,0
MFA,2011-04-15,R,105,2011,197,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2248.7916666666665,6.237306565656283,1774,2367,2420.7440476190486,9.038468630156691,0.5,NA,0
MFA,2011-04-16,R,106,2011,198,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2217.1666666666665,6.125797786393815,1823,2349,2311.9880952380963,8.66121289367459,0.5,NA,0
MFA,2011-04-17,R,107,2011,199,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2212,9.941916864757493,1844,2559,2282.9285714285725,8.547129840588502,0.5,NA,0
MFA,2011-04-18,R,108,2011,200,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2980.6666666666665,14.817757275931005,2110,3503,2347.9642857142867,9.663949709222337,0.5,NA,0
MFA,2011-04-19,R,109,2011,201,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3665.0833333333335,5.974675975153333,3322,3965,2553.3511904761913,9.105792063358292,0.5,NA,0
MFA,2011-04-20,R,110,2011,202,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647.4166666666665,6.172501555665322,3056,3898,2744.255952380953,8.431025700860577,0.5,NA,0
MFA,2011-04-21,R,111,2011,203,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3925,19.51413752941687,3056,5180,2985.160714285715,9.826299078996303,0.5,NA,0
MFA,2011-04-22,R,112,2011,204,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4020.3333333333335,12.108030849747312,3181,4877,3238.2380952380963,10.664973976723592,0.5,NA,0
MFA,2011-04-23,R,113,2011,205,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3367.8333333333335,7.896950662672203,2790,3729,3402.6190476190486,10.917995816191933,0.5,NA,0
MFA,2011-04-24,R,114,2011,206,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3066.8333333333335,7.843284200186093,2587,3358,3524.7380952380963,10.618191149824591,0.5,NA,0
MFA,2011-04-25,R,115,2011,207,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3575.875,9.049996496726415,2860,4046,3609.7678571428582,9.794225324223934,0.5,NA,0
MFA,2011-04-26,R,116,2011,208,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3385.75,6.682362380745366,2860,3615,3569.8630952380963,9.895323382165655,0.5,NA,0
MFA,2011-04-27,R,117,2011,209,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031,7.386892620209426,2587,3251,3481.8035714285725,10.06880781995767,0.5,NA,0
MFA,2011-04-28,R,118,2011,210,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2753.25,10.0441866354224,2323,3113,3314.410714285715,8.715957692244173,0.5,NA,0
MFA,2011-04-29,R,119,2011,211,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2744.625,7.176694894447611,2349,2989,3132.166666666668,8.011481127201359,0.5,NA,0
MFA,2011-04-30,R,120,2011,212,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2489.9583333333335,9.26874810240296,2110,2770,3006.7559523809537,8.207452190020039,0.5,NA,0
MFA,2011-05-01,R,121,2011,213,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2502.0833333333335,2.5668916436839786,2245,2587,2926.077380952382,7.453681824805451,0.5,NA,0
MFA,2011-05-02,R,122,2011,214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2429.7916666666665,2.6166343191241026,2288,2540,2762.3511904761913,6.534630085147977,0.5,NA,0
MFA,2011-05-03,R,123,2011,215,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431.375,5.728166594591949,2085,2587,2626.0119047619055,6.398316401411775,0.5,NA,0
MFA,2011-05-04,R,124,2011,216,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2517.6666666666665,4.736241757839003,2185,2682,2552.6785714285725,6.019651992501714,0.5,NA,0
MFA,2011-05-05,R,125,2011,217,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2546.7916666666665,5.196617979912156,2160,2741,2523.184523809525,5.327142184571679,0.5,NA,0
MFA,2011-05-06,R,126,2011,218,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626.1666666666665,4.8877109776066305,2367,2800,2506.2619047619055,5.000144482165825,0.5,NA,0
MFA,2011-05-07,R,127,2011,219,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2715.9583333333335,3.642096785250325,2531,2860,2538.5476190476197,4.196337151144021,0.5,NA,0
MFA,2011-05-08,R,128,2011,220,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2641.625,3.2308626892909835,2421,2760,2558.482142857144,4.291190157659306,0.5,NA,0
MFA,2011-05-09,R,129,2011,221,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2358.0833333333335,7.025193759227452,1996,2531,2548.2380952380963,4.9209843633883565,0.5,NA,0
MFA,2011-05-10,R,130,2011,222,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107.5833333333335,9.83746313001963,1795,2430,2501.982142857144,5.508026725592311,0.5,NA,0
MFA,2011-05-11,R,131,2011,223,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2026.3333333333333,9.75158679798551,1693,2245,2431.791666666668,6.224504588470383,0.5,NA,0
MFA,2011-05-12,R,132,2011,224,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2129.8333333333335,4.476319613663645,1837,2219,2372.2261904761917,6.121604821863454,0.5,NA,0
MFA,2011-05-13,R,133,2011,225,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123.7083333333335,4.531459535226444,1844,2219,2300.44642857143,6.070711758666284,0.5,NA,0
MFA,2011-05-14,R,134,2011,226,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145.9166666666665,4.832325873384404,1879,2262,2219.011904761906,6.240744485542581,0.5,NA,0
MFA,2011-05-15,R,135,2011,227,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2158.9166666666665,2.8407823481070382,1973,2236,2150.0535714285725,6.185018722516303,0.5,NA,0
MFA,2011-05-16,R,136,2011,228,16,1.6790903846153846,2.084817343675438,8.03673076923077,7.6075,8.45,3.808912185453194,1.6790903846153846,8.03673076923077,8.03673076923077,8.03673076923077,NA,NA,0,NA,NA,NA,2236,0,2236,2236,2132.6130952380963,5.181419614055238,0.5,NA,0
MFA,2011-05-17,R,137,2011,229,17,1.706703125,4.370098312619205,7.829166666666667,7.475,8.205,3.506691836156678,1.6928967548076923,7.932948717948719,8.03673076923077,7.829166666666667,NA,NA,0,NA,NA,NA,2236,0,2236,2236,2150.9583333333344,3.7760677383381482,0.5,NA,0
MFA,2011-05-18,R,138,2011,230,18,1.904153125,6.807028854512191,8.482916666666666,7.7375,9.6925,8.097648975776622,1.7633155448717948,8.116271367521367,8.482916666666666,7.829166666666667,NA,NA,0,NA,NA,NA,2554.5416666666665,6.232536093648744,2236,2654,2226.4166666666674,3.273346209147182,0.5,NA,0
MFA,2011-05-19,R,139,2011,231,19,1.7130447916666667,4.153415519206506,9.4690625,8.195,11.15,12.065468517822348,1.7507478565705128,8.454469150641026,9.4690625,7.829166666666667,NA,NA,0,NA,NA,NA,2654,0,2654,2654,2301.29761904762,2.6338719786238043,0.5,NA,0
MFA,2011-05-20,R,140,2011,232,20,1.7060958333333334,2.46605480223258,10.5978125,9.3625,12.15,10.032362502852022,1.741817451923077,8.88313782051282,10.5978125,7.829166666666667,NA,NA,1,NA,NA,NA,2654,0,2654,2654,2377.0535714285725,1.9865206164485976,0.5,NA,0
MFA,2011-05-21,R,141,2011,233,21,1.658246875,4.466350681018955,11.4896875,10.28,12.99,8.995879386864155,1.7278890224358974,9.317562767094017,11.4896875,7.829166666666667,NA,NA,2,NA,NA,NA,2654,0,2654,2654,2449.6369047619055,1.2961883488222543,0.5,NA,0
MFA,2011-05-22,R,142,2011,234,22,1.6462635416666667,3.8075351276456924,11.869895833333334,10.875,13.0725,6.333409426495207,1.7162282394688646,9.682181776556776,11.869895833333334,7.829166666666667,NA,NA,3,NA,NA,NA,2654,0,2654,2654,2520.3630952380963,0.8903622990926774,0.5,NA,0
MFA,2011-05-23,R,143,2011,235,23,1.6723614583333333,4.2400927027046,11.702604166666667,10.6575,12.8525,6.578994648115825,1.7152669642857141,10.205877976190477,11.869895833333334,7.829166666666667,NA,NA,4,NA,NA,NA,2654,0,2654,2654,2580.077380952382,0.8903622990926774,0.5,NA,0
MFA,2011-05-24,R,144,2011,236,24,1.6622385416666667,2.1149451593272404,11.379479166666666,10.33,12.6775,7.170249409346216,1.7089148809523809,10.713065476190476,11.869895833333334,8.482916666666666,NA,NA,5,NA,NA,NA,2485.375,10.494549710130794,1865,2654,2615.702380952382,2.3895836862542197,0.5,NA,0
MFA,2011-05-25,R,145,2011,237,25,1.6293791666666666,4.2433493796867,10.479375,9.98,11.2075,2.309656851006501,1.6696614583333333,10.998273809523809,11.869895833333334,9.4690625,NA,NA,0,NA,NA,NA,2059.7916666666665,9.242013924914366,1680,2236,2545.0238095238105,2.8195090907207367,0.5,NA,0
MFA,2011-05-26,R,146,2011,238,26,1.645971875,4.223878751719081,9.987395833333334,8.9375,11.245,8.395569403494084,1.6600796130952382,11.072321428571428,11.869895833333334,9.987395833333334,NA,NA,0,NA,NA,NA,2112.5833333333335,8.663711821765382,1754,2271,2467.6785714285725,4.057182208115791,0.5,NA,0
MFA,2011-05-27,R,147,2011,239,27,1.5926697916666668,3.5299865989342156,10.0953125,9.3475,10.865,5.561857741709337,1.6438758928571429,11.000535714285714,11.869895833333334,9.987395833333334,NA,NA,1,NA,NA,NA,1988.4166666666667,9.74790191489079,1653,2185,2372.5952380952394,5.449739624528761,0.5,NA,0
MFA,2011-05-28,R,148,2011,240,28,1.54305,5.907751473473672,9.593333333333334,9.0375,10.0525,3.7653754606891985,1.6274191964285714,10.729627976190475,11.869895833333334,9.593333333333334,NA,NA,0,NA,NA,NA,1891.7083333333333,12.41260485049667,1541,2143,2263.69642857143,7.222968888885428,0.5,NA,0
MFA,2011-05-29,R,149,2011,241,29,1.5266895833333334,5.439426769135233,9.5659375,8.75,10.4475,6.41480897512917,1.6103372023809523,10.400491071428572,11.702604166666667,9.5659375,NA,NA,0,NA,NA,NA,1914,9.661734689740102,1619,2135,2157.982142857144,8.603216701705444,0.5,NA,0
MFA,2011-05-30,R,150,2011,242,30,1.506853125,4.985377933647804,10.02875,8.64,11.58,10.505697476133005,1.5866931547619048,10.161369047619047,11.379479166666666,9.5659375,NA,NA,1,NA,NA,NA,1764.125,10.249973871842007,1534,2069,2030.8571428571438,10.067498683397158,0.5,NA,0
MFA,2011-05-31,R,151,2011,243,31,1.5755364583333333,2.0850195505430755,10.3746875,9.47,11.575,7.075205475149489,1.574307142857143,10.017827380952381,10.479375,9.5659375,NA,NA,2,NA,NA,NA,1979.1666666666667,6.7104986081000195,1632,2219,1958.5416666666679,9.526919954535618,0.5,NA,0
MFA,2011-06-01,R,152,2011,244,1,1.5132552083333333,4.416097188523475,10.124791666666667,9.6475,10.6,2.92392019690909,1.557718005952381,9.967172619047618,10.3746875,9.5659375,NA,NA,0,NA,NA,NA,1865.625,8.93484815756422,1534,2085,1930.8035714285725,9.483039130628455,0.5,NA,0
MFA,2011-06-02,R,153,2011,245,2,1.5346520833333333,4.961613927043845,9.889791666666667,8.9325,11.08,7.579780634015836,1.5418151785714287,9.953229166666668,10.3746875,9.5659375,NA,NA,0,NA,NA,NA,1905.125,9.2871414136455,1580,2314,1901.1666666666679,9.572100500897045,0.5,NA,0
MFA,2011-06-03,R,154,2011,246,3,1.558434375,2.0167531858116834,9.491458333333334,8.7575,10.0725,4.676617661439027,1.5369244047619048,9.866964285714285,10.3746875,9.491458333333334,NA,NA,1,NA,NA,NA,1932.7916666666667,7.6892607002643265,1534,2060,1893.2202380952392,9.27800889880755,0.5,NA,0
MFA,2011-06-04,R,155,2011,247,4,1.5306333333333333,2.8011855115797952,9.2595833333333335,8.8975,9.68,3.1089122139149623,1.5351505952380953,9.819285714285714,10.3746875,9.2595833333333335,NA,NA,0,NA,NA,NA,1909.7083333333333,5.610731570812049,1593,2036,1895.7916666666679,8.30631271599546,0.5,NA,0
MFA,2011-06-05,R,156,2011,248,5,1.579534375,2.257040324961521,9.956041666666668,9.205,10.8675,6.237464699198058,1.542699851190476,9.875014880952381,10.3746875,9.2595833333333335,NA,NA,0,NA,NA,NA,1964.2916666666667,8.240105356752391,1580,2135,1902.9761904761915,8.10322281128293,0.5,NA,0
MFA,2011-06-06,R,157,2011,249,6,1.78483125,10.002180565147187,10.168958333333334,9.885,10.3,1.0052654031047996,1.5824110119047619,9.895044642857144,10.3746875,9.2595833333333335,NA,NA,0,NA,NA,NA,2210.8333333333335,17.987484609729982,1673,2880,1966.7916666666679,9.20858148812407,0.5,NA,0
MFA,2011-06-07,R,158,2011,250,7,1.7946583333333332,5.299390526032745,10.3225,9.08,11.8875,10.278898302064666,1.6137141369047618,9.887589285714286,10.3225,9.2595833333333335,NA,NA,0,NA,NA,NA,2514.5833333333335,11.794815634774578,2093,2913,2043.279761904763,9.934912491934721,0.5,NA,0
MFA,2011-06-08,R,159,2011,251,8,1.6975239583333332,3.0168521618995823,11.8078125,10.38,13.59,10.397449607592765,1.6400382440476189,10.128020833333334,11.8078125,9.2595833333333335,NA,NA,0,NA,NA,NA,2222.4583333333335,8.339450350410859,1886,2476,2094.2559523809537,9.849855662341383,0.5,NA,0
MFA,2011-06-09,R,160,2011,252,9,1.9206885416666666,13.630462309853234,12.219479166666666,11.22,13.4925,6.512743451152242,1.6951863095238093,10.460833333333332,12.219479166666666,9.2595833333333335,NA,NA,0,NA,NA,NA,2589.8333333333335,20.533361436585086,1900,3515,2192.07142857143,11.456458522761324,0.5,NA,0
MFA,2011-06-10,R,161,2011,253,10,2.150128125,4.0890738338593975,12.725416666666666,11.8875,13.845,5.58578662768142,1.7797139880952382,10.92282738095238,12.725416666666666,9.2595833333333335,NA,NA,1,NA,NA,NA,3441.5416666666665,15.649091518707898,2891,5513,2407.607142857144,12.593577211110405,0.5,NA,0
MFA,2011-06-11,R,162,2011,254,11,2.23306875,3.9965981437033924,12.831770833333334,12.4375,13.585,2.9691328653265883,1.8800619047619047,11.433139880952382,12.831770833333334,9.956041666666668,NA,NA,2,NA,NA,NA,3632.9166666666665,8.122596236499698,2945,4019,2653.779761904763,12.952415020494355,0.5,NA,0
MFA,2011-06-12,R,163,2011,255,12,2.216307291666667,3.503758525201379,12.787604166666666,12.225,13.6725,3.8902171959628062,1.9710294642857142,11.83764880952381,12.831770833333334,10.168958333333334,NA,NA,3,NA,NA,NA,3577.0833333333335,8.571173294145252,3056,4005,2884.1785714285725,12.999710440121905,0.5,NA,0
MFA,2011-06-13,R,164,2011,256,13,2.178354166666667,4.65100747721423,13.1896875,12.3825,14.4075,5.814261462819204,2.0272470238095237,12.269181547619047,13.1896875,10.3225,NA,NA,4,NA,NA,NA,3464.2083333333335,9.287550631562674,2978,3925,3063.232142857144,11.756862728955147,0.5,NA,0
