Date,site,air.7,baro.7,airmin.7,airmax.7,ppt_in,days_wo_ppt,ppt2_in,days_wo_ppt2,level.avg,temp.avg,level.max,temp.max,level.min,temp.min,level.avg.7,temp.avg.7,level.max.7,temp.max.7,level.min.7,temp.min.7,level.7dL
1/28/2011,nfa,4.69047619,28.93785714,1.428571429,10.28571429,0,14,0,14,1.637104167,6.347708333,1.6695,6.575,1.604,6.07,1.612377976,6.190684524,1.643785714,6.527142857,1.572357143,5.883571429,-0.583274485
1/29/2011,nfa,4.738095238,28.94785714,1.285714286,10.85714286,0,15,0.12,0,1.586979167,6.039375,1.619,6.405,1.555,5.81,1.607223214,6.102142857,1.639285714,6.436428571,1.567714286,5.795714286,-0.291336968
1/30/2011,nfa,4.333333333,28.96904762,0.857142857,10.71428571,0,16,0.24,0,1.553833333,5.913958333,1.578,6.29,1.52,5.575,1.599964286,5.913303571,1.631714286,6.245714286,1.561642857,5.598571429,-0.427612282
1/31/2011,nfa,4.190476191,28.99380953,0.571428571,11,0,17,0,1,1.6199375,6.235833333,1.6685,6.53,1.528,5.84,1.592047619,5.622827381,1.624,5.930714286,1.552714286,5.304285714,-0.466418172
2/1/2011,nfa,4.523809524,29.02452381,0.571428571,11.71428571,0,18,0.04,0,1.608458333,5.435833333,1.648,5.745,1.579,5.11,1.585380952,5.35360119,1.616,5.712142857,1.5465,4.997142857,-0.384009908
2/2/2011,nfa,5.071428572,29.05071429,0.857142857,12.85714286,0,19,0,1,1.565729167,5.004583333,1.591,5.275,1.5395,4.72,1.579732143,5.279315476,1.611142857,5.695714286,1.539928571,4.867857143,-0.332845587
2/3/2011,nfa,5.5,29.07452381,1,13.85714286,0,20,0,2,1.572291667,4.3825,1.594,4.695,1.5435,4.005,1.575125,5.365565476,1.606357143,5.835,1.535642857,4.931428571,-0.273154322
2/4/2011,nfa,5.880952381,29.06809524,1.285714286,14.42857143,0,21,0,3,1.5904375,4.463125,1.6135,5.045,1.5605,3.92,1.56625,5.488958333,1.594642857,5.992857143,1.5345,5.056428571,-0.540760903
2/5/2011,nfa,6.166666667,29.04714286,1.571428571,14.14285714,0,22,0,4,1.5474375,5.519375,1.585,6.29,1.509,4.905,1.561142857,5.748452381,1.592071429,6.269285714,1.524214286,5.325714286,-0.302929502
2/6/2011,nfa,6.380952381,29.02571429,1.714285714,14.57142857,0,23,0,5,1.521583333,6.517708333,1.5445,7.265,1.49,6.02,1.553363095,5.933303571,1.583571429,6.5,1.517071429,5.455714286,-0.481493564
2/7/2011,nfa,6.357142857,28.99095238,1.571428571,14.71428571,0,24,0,6,1.5578125,7.099583333,1.5865,7.635,1.52,6.715,1.544672619,6.023035714,1.576428571,6.613571429,1.508857143,5.540714286,-0.539597423
2/8/2011,nfa,6.166666667,28.97523809,1.428571429,14.71428571,0,25,0,7,1.572708333,7.252291667,1.63,7.68,1.507,6.995,1.529660714,6.044940476,1.562071429,6.622857143,1.493571429,5.565,-0.951195376
2/9/2011,nfa,5.795238095,28.97723809,1.142857143,14.42857143,0,26,0,8,1.511270833,6.298541667,1.5315,6.89,1.4895,5.63,1.520836309,5.955178571,1.550071429,6.505714286,1.486714286,5.485714286,-0.561952899
2/10/2011,nfa,5.438095238,28.95580952,0.714285714,14.71428571,0,27,0,9,1.511458333,5.010625,1.544,5.49,1.486,4.6,1.515711309,5.828363095,1.546,6.367857143,1.482357143,5.355714286,-0.322870403
2/11/2011,nfa,5.152380952,28.94533333,0.571428571,13.57142857,0,28,0,10,1.485354167,4.616458333,1.513,5.11,1.4535,4.09,1.496836309,5.63389881,1.529,6.17,1.462928571,5.138571429,-1.240141482
2/12/2011,nfa,5.2,28.93604762,1,13.14285714,0,29,0,11,1.485666667,4.891041667,1.501,5.47,1.461,4.35,1.477502976,5.431220238,1.508642857,5.972857143,1.444428571,4.915714286,-1.259630337
2/13/2011,nfa,5.295238095,28.88414286,1.571428571,12.28571429,0,30,0,12,1.485708333,5.63,1.516,6.3,1.4595,5.11,1.486547619,5.49202381,1.520785714,5.995714286,1.445928571,5.014285714,0.662117557
2/14/2011,nfa,4.938095238,28.84342857,1.857142857,10.57142857,0.25,0,0.6,0,1.4256875,5.738333333,1.4675,6.25,1.384,5.195,1.524014881,5.685654762,1.578142857,6.207142857,1.460857143,5.105,2.467134567
2/15/2011,nfa,4.533333333,28.78580952,2,8.857142857,0.08,0,1.24,0,1.437375,5.833541667,1.4875,6.3,1.3775,5.435,1.549747024,5.661696429,1.607214286,6.213571429,1.484928571,5.076428571,1.842009379
2/16/2011,nfa,3.904761905,28.71714286,1.857142857,6.714285714,0.38,0,1.72,0,1.574583333,6.724166667,1.6165,7.05,1.5,6.32,1.571127976,5.631577381,1.631928571,6.200714286,1.501928571,5.030714286,1.580426744
2/17/2011,nfa,3.333333333,28.71380952,1.571428571,5.285714286,0.2,0,1.16,0,1.773729167,6.366041667,1.9455,6.97,1.5905,5.235,1.597446429,5.646607143,1.660214286,6.190714286,1.520571429,5.065,1.882316298
2/18/2011,nfa,3.071428572,28.70261905,1.428571429,5.428571429,0.52,0,1.28,0,1.665479167,4.44875,1.7165,5.155,1.622,3.89,1.633202381,5.635119048,1.694714286,6.192857143,1.556571429,5.045714286,2.511126292
2/19/2011,nfa,2.357142857,28.71595238,0.285714286,5.571428571,0.92,0,0.52,0,1.635333333,4.680208333,1.674,5.38,1.58,4.03,1.65739881,5.585833333,1.719071429,6.158571429,1.585,4.987142857,1.803919173
2/20/2011,nfa,2.190476191,28.75166667,-0.285714286,6.142857143,0,1,0,1,1.6699375,5.735208333,1.714,6.23,1.59,5.35,1.65896131,5.396547619,1.717714286,6.007142857,1.593571429,4.779285714,0.251489673
2/21/2011,nfa,2.357142857,28.78452381,-0.285714286,6.571428571,0,2,0,2,1.675979167,5.657916667,1.709,6.265,1.636,5.06,1.628863095,5.241011905,1.6675,5.867142857,1.585214286,4.700714286,-1.757839452
2/22/2011,nfa,2.214285714,28.78309524,-0.571428571,6.428571429,0,3,0,3,1.60675,5.488541667,1.658,6.06,1.5765,5.025,1.615943452,5.371845238,1.649428571,5.946428571,1.576142857,4.807142857,-0.77631161
2/23/2011,nfa,2.023809524,28.79285714,-0.857142857,6.714285714,0,4,0,4,1.585520833,5.399166667,1.607,5.99,1.56,4.865,1.60583631,5.320029762,1.643,5.916428571,1.564428571,4.767142857,-0.612592174
2/24/2011,nfa,2,28.79095238,-1.142857143,7,0.98,0,1.12,0,1.563041667,5.277291667,1.594,5.99,1.532,4.685,1.591270833,5.165238095,1.625571429,5.760714286,1.555857143,4.592857143,-0.883876092
2/25/2011,nfa,1.952380952,28.81952381,-1.428571429,7.428571429,0.89,0,1.64,0,1.575041667,5.364583333,1.59,5.71,1.5585,4.635,1.579922619,5.028839286,1.616928571,5.637857143,1.546571429,4.465714286,-0.675330063
2/26/2011,nfa,2.119047619,28.82333333,-1.285714286,7.857142857,0,1,0.12,0,1.564583333,4.3175,1.629,5.17,1.498,3.75,1.581755952,4.961726191,1.616714286,5.624285714,1.547714286,4.360714286,0.120940436
2/27/2011,nfa,2.547619048,28.81880952,-0.714285714,7.714285714,0,2,0,1,1.567979167,4.651666667,1.592,5.14,1.53,4.13,1.577928572,4.954345238,1.617928571,5.647857143,1.541142857,4.324285714,-0.227080634
2/28/2011,nfa,3.238095238,28.83190476,-0.142857143,8.571428571,0,3,0,2,1.596541667,4.703125,1.6485,5.405,1.571,4.17,1.595806548,5.086845238,1.682214286,5.795714286,1.542,4.446428571,1.161941506
3/1/2011,nfa,3.976190476,28.89761905,0.142857143,10.28571429,0,4,0,3,1.619583333,5.01875,1.6565,5.965,1.5845,4.29,1.693464286,5.213035714,1.791428571,5.974285714,1.618857143,4.582142857,5.879575453
3/2/2011,nfa,5.047619048,28.94738095,0.857142857,11.85714286,0,5,1,0,1.558729167,5.3475,1.6155,6.155,1.514,4.61,1.770559524,5.50139881,1.876,6.226428571,1.694285714,4.849285714,4.997894552
3/3/2011,nfa,5.833333333,28.93142857,2.142857143,11.71428571,0,6,0.32,0,1.6881875,6.204791667,2.044,7.025,1.538,5.54,1.824800595,5.84077381,1.937571429,6.583571429,1.746285714,5.162142857,3.903846921
3/4/2011,nfa,6.428571429,28.89809524,3,11.42857143,0,7,0,1,2.258645833,6.247916667,2.3545,6.96,2.0965,5.585,1.891794643,6.215059524,2.015714286,6.888571429,1.795571429,5.595714286,4.507898649
3/5/2011,nfa,7.023809524,28.91380952,3.571428571,11.71428571,0,8,0.2,0,2.10425,6.336041667,2.221,6.935,2.026,5.62,1.996074405,6.528154762,2.125857143,7.118571429,1.885357143,5.944285714,6.266254521
3/6/2011,nfa,7.380952381,28.94404762,3.857142857,12.42857143,2.01,0,1.68,0,1.947666667,7.027291667,2.023,7.64,1.894,6.32,2.089348214,6.8325,2.222642857,7.418571429,1.977857143,6.238571429,5.964589364
3/7/2011,nfa,7.404761905,28.93904762,4,12.14285714,0.14,0,0.08,0,2.0655,7.323125,2.1955,7.54,1.916,7.205,2.150904762,7.072142857,2.240214286,7.606428571,2.053214286,6.496428571,4.180216716
3/8/2011,nfa,7.619047619,28.91785714,4.428571429,12,0,1,0,1,2.349541667,7.210416667,2.4275,7.575,2.213,6.73,2.124854167,7.271994048,2.209714286,7.752857143,2.044214286,6.740714286,-0.935571775
3/9/2011,nfa,7.642857143,28.91,4.571428571,11.85714286,0,2,0,2,2.211645833,7.477916667,2.293,8.255,2.1615,6.67,2.123175595,7.478482143,2.199,7.965,2.047142857,6.960714286,0.15248658
3/10/2011,nfa,7.619047619,28.94666667,4.142857143,12.28571429,0.22,0,0.48,0,2.119083333,7.882291667,2.167,8.34,2.0655,7.345,2.139502976,7.604404762,2.210357143,8.11,2.065142857,7.097857143,1.007016804
3/11/2011,nfa,7.904761905,28.98452381,4.428571429,12.85714286,0,1,0,1,2.076291667,7.646875,2.141,7.985,2.0335,7.295,2.137360119,7.638511905,2.208285714,8.172857143,2.077214286,7.092857143,0.063348833
3/12/2011,nfa,7.880952381,28.9752381,5,11.85714286,0,2,0,2,2.0925,7.781458333,2.146,8.42,2.0465,7.16,2.197193452,7.681696429,2.304642857,8.235714286,2.084071429,7.101428571,3.100211551
3/13/2011,nfa,7.773809524,28.96619048,5,11.42857143,0.8,0,0.88,0,2.061958333,7.90875,2.1025,8.655,2.02,7.28,2.316041667,7.67172619,2.592642857,8.161428571,2.161357143,7.136428571,5.358812021
3/14/2011,nfa,7.642857143,28.96785714,4.571428571,11.85714286,0.78,0,1.16,0,2.0505,7.561875,2.181,7.98,2.0005,7.17,2.572550595,7.531636905,2.915785714,8.028571429,2.351357143,6.994285714,10.04522181
3/15/2011,nfa,7.06547619,28.95226191,4,11.14285714,0.7,0,3.32,0,2.768375,7.512708333,3.102,8.015,2.261,6.79,2.708345238,7.472678571,3.085285714,8.002142857,2.458428571,6.887857143,7.093882588
3/16/2011,nfa,6.06547619,28.9114881,3.285714286,9.428571429,0,1,1.52,0,3.043583333,7.408125,4.309,7.735,2.7025,6.915,2.780145833,7.361755952,3.174285714,7.912142857,2.519428571,6.639285714,4.944650768
3/17/2011,nfa,5.648809524,28.82267857,3.285714286,8.571428571,0,2,0.04,0,3.914645833,6.901666667,4.429,7.41,3.3955,6.35,2.82585119,7.002202381,3.226214286,7.566428571,2.553142857,6.279285714,3.979477468
3/18/2011,nfa,4.833333333,28.76011905,2.571428571,7.571428571,0.75,0,0.6,0,3.026854167,7.234166667,3.3275,7.8,2.783,6.55,2.874934524,6.876964286,3.264571429,7.423571429,2.5905,6.151428571,4.131959429
3/19/2011,nfa,4.427536232,28.746206,1.857142857,7.714285714,2.5,0,1.92,0,2.595104167,7.005,2.769,7.79,2.4735,5.42,2.816857143,6.767827381,3.167642857,7.285714286,2.599714286,6.122857143,-1.061872659
3/20/2011,nfa,3.939440994,28.69864648,1.428571429,7,2.65,0,1.2,0,2.381895833,5.391875,2.466,6.235,2.256,4.76,2.71525,6.688333333,2.898,7.258571429,2.532214286,6.009285714,-2.660469873
3/21/2011,nfa,3.320393375,28.64203934,1.142857143,5.714285714,0.2,0,1.36,0,2.394083333,6.685208333,2.4495,6.98,2.262,6.275,2.478589286,6.727738095,2.598714286,7.265714286,2.356642857,6.053571429,-7.204158999
3/22/2011,nfa,3.22515528,28.63412267,1.142857143,5.285714286,0,1,0.12,0,2.361833333,6.74875,2.4235,7.05,2.3255,6.59,2.386011905,6.627827381,2.484642857,7.123571429,2.286285714,6.022142857,-3.200134533
3/23/2011,nfa,3.58126294,28.64095238,1.285714286,5.714285714,0.91,0,1.64,0,2.332333333,6.851666667,2.4215,7.545,2.23,6.12,2.35647619,6.606190476,2.435785714,7.055714286,2.271142857,6.156428571,-1.105121004
3/24/2011,nfa,3.866977226,28.70386905,1.428571429,6.285714286,1.6,0,1.8,0,2.258020833,7.1775,2.334,7.46,2.1665,6.66,2.360925595,6.843779762,2.439857143,7.227142857,2.285714286,6.416428571,0.216229365
3/25/2011,nfa,4.657608696,28.74459627,1.857142857,7.428571429,1.1,0,1.36,0,2.3788125,6.534791667,2.529,6.805,2.2905,6.33,2.356940476,6.991666667,2.442357143,7.395,2.289428571,6.561428571,-0.134253196
3/26/2011,nfa,5.291149068,28.76329193,2,8.571428571,1.46,0,1.76,0,2.388354167,6.853541667,2.427,7.315,2.3675,6.36,2.347285714,7.21875,2.428428571,7.705714286,2.280214286,6.697857143,-0.376132812
3/27/2011,nfa,6.553053831,28.81263716,2.571428571,11,0.12,0,0.28,0,2.413041667,7.055,2.4945,7.435,2.358,6.58,2.341821429,7.445297619,2.414642857,7.975,2.282785714,6.872142857,-0.198737789
3/28/2011,nfa,8.217132506,28.85701863,3.285714286,14.14285714,0.13,0,0.16,0,2.3661875,7.720416667,2.467,8.155,2.288,7.29,2.353372024,7.692797619,2.444928571,8.348571429,2.298785714,7.029285714,0.535358414
3/29/2011,nfa,9.782608697,28.84547101,4.142857143,17,0,1,0,1,2.29425,8.338333333,2.326,9.225,2.261,7.545,2.376607143,7.964970238,2.466357143,8.735714286,2.320928571,7.126428571,1.008518824
3/30/2011,nfa,11.00983437,28.83322464,5.142857143,18.71428571,0,2,0,2,2.294083333,8.4375,2.325,9.43,2.248,7.34,2.40935119,8.15672619,2.505642857,9.007857143,2.341571429,7.208571429,1.379004145
3/31/2011,nfa,11.54554866,28.83352226,5,19.85714286,0,3,0.04,0,2.338875,8.91,2.546,10.075,2.2785,7.76,2.459419643,8.305892857,2.564785714,9.199285714,2.392071429,7.323571429,2.027926265
4/1/2011,nfa,11.92753623,28.83583075,4.857142857,20.85714286,0,4,0,1,2.541458333,8.44,2.679,9.515,2.4455,7.01,2.518360119,8.269821429,2.6305,9.265,2.445928571,7.16,2.384145973
4/2/2011,nfa,12.33669772,28.80622671,5.285714286,21.28571429,0,5,0,2,2.6175625,8.195833333,2.702,9.22,2.512,6.935,2.559622024,8.238154762,2.680071429,9.289285714,2.478642857,7.044285714,1.812431089
4/3/2011,nfa,12.06884058,28.77164338,5,20.57142857,0,6,0,3,2.763520833,8.099166667,2.9085,8.775,2.7115,7.385,2.599220238,8.224315476,2.7235,9.235,2.515,7.055,1.748139979
4/4/2011,nfa,10.93452381,28.73297619,4.571428571,18.42857143,0,7,0,4,2.778770833,7.467916667,2.927,8.615,2.665,6.145,2.626342262,8.09139881,2.734071429,9.048571429,2.537428571,6.917142857,1.232856251
4/5/2011,nfa,9.482142858,28.72065476,3.571428571,16.28571429,0,8,0,5,2.583083333,8.116666667,2.673,9.395,2.49,6.735,2.609178571,7.819077381,2.710214286,8.886428571,2.518857143,6.69,-0.611347091
4/6/2011,nfa,8.583333334,28.7389881,2.428571429,15.57142857,0,9,0,6,2.571270833,8.340625,2.629,9.05,2.5025,7.415,2.554059524,7.408154762,2.653214286,8.417857143,2.470714286,6.344285714,-2.157673271
4/7/2011,nfa,8.370082816,28.77040114,2.142857143,15.42857143,0.13,0,0.28,0,2.528729167,7.979583333,2.62,8.77,2.4355,6.795,2.465967262,7.127053571,2.551071429,8.181428571,2.386071429,6.007857143,-3.497428671
4/8/2011,nfa,8.137939959,28.78552019,2.142857143,14.71428571,0,1,0.04,0,2.4213125,6.53375,2.512,8.38,2.3155,5.42,2.374345238,7.118571429,2.442214286,8.182142857,2.304,5.995714286,-3.639199399
4/9/2011,nfa,7.810559007,28.79552019,1.571428571,14.42857143,0,2,0,1,2.231729167,5.319375,2.303,5.94,2.175,4.515,2.306467262,7.187648809,2.368142857,8.217857143,2.241142857,6.112142857,-2.830194211
4/10/2011,nfa,7.036749482,28.82337733,1.428571429,13.14285714,0,3,0,2,2.146875,6.131458333,2.1935,7.12,2.119,5.03,2.238747024,7.183303571,2.298785714,8.207857143,2.176071429,6.086428571,-2.837436807
4/11/2011,nfa,7.370082816,28.89331781,1.285714286,13.85714286,0,4,0,3,2.137416667,7.408541667,2.165,8.62,2.0905,6.06,2.185449405,7.129880952,2.237,8.180714286,2.128714286,6.107857143,-2.203162404
4/12/2011,nfa,8.328416148,28.95688923,2.142857143,14.85714286,0,5,0,4,2.1079375,8.600208333,2.1545,9.645,2.05,7.55,2.137678572,7.20172619,2.1855,8.120714286,2.088,6.182857143,-2.051802569
4/13/2011,nfa,9.346273291,28.9735559,3,16,0.12,0,0.16,0,2.097229167,8.310208333,2.1435,8.98,2.047,7.235,2.105330357,7.579107143,2.150428571,8.492857143,2.055428571,6.587857143,-1.492016441
4/14/2011,nfa,10.29037267,28.92989131,3.857142857,16.85714286,0,1,0,1,2.155645833,7.605625,2.1875,8.58,2.104,6.945,2.081491072,8.000297619,2.136928571,8.950714286,2.028928571,6.979285714,-1.129027148
4/15/2011,nfa,10.32608696,28.89209369,4.428571429,16.42857143,0,2,0,2,2.086916667,7.036666667,2.1515,7.96,2.0305,5.945,2.097255952,8.31202381,2.181571429,9.173571429,2.037142857,7.325,0.865878889
4/16/2011,nfa,10.71299172,28.88006988,5.285714286,16.42857143,0,3,0,3,2.005291667,7.961041667,2.0575,8.545,1.947,7.35,2.200232143,8.153779762,2.294357143,9.210714286,2.108857143,7.202142857,4.755454148
4/17/2011,nfa,11.40786749,28.85145963,6.142857143,17.28571429,0,4,0.12,0,1.98,9.079791667,2.099,10.325,1.9335,7.77,2.309589286,8.066309524,2.408785714,9.212857143,2.211357143,7.117142857,4.999520295
4/18/2011,nfa,11.65191511,28.80699534,6.857142857,17,0.41,0,0.56,0,2.247770833,9.590625,2.4775,10.18,2.148,8.48,2.390577381,8.047827381,2.517571429,9.179285714,2.2795,7.092857143,3.902137246
4/19/2011,nfa,11.49120083,28.77122153,6.714285714,16.71428571,0.02,0,0.16,0,2.828770833,7.4925,2.944,9.905,2.552,6.69,2.522568452,8.116309524,2.678357143,9.175,2.366357143,7.217142857,5.870325167
4/20/2011,nfa,10.93167702,28.75128105,6.857142857,15.71428571,0.07,0,0.04,0,2.862729167,7.697916667,2.9445,8.995,2.7645,6.64,2.620252976,7.990059524,2.8035,9.055,2.449428571,7.066428571,4.902360082
4/21/2011,nfa,10.18297101,28.75787785,7,14.42857143,0.29,0,1.12,0,2.7225625,7.47625,2.949,8.345,2.581,6.775,2.681988095,7.728601191,2.861928571,8.657857143,2.508357143,6.926428571,3.611311871
4/22/2011,nfa,10.08773292,28.77936594,6.857142857,14.42857143,0.02,0,0.04,0,3.010854167,7.516041667,3.277,7.93,2.6385,6.815,2.715982143,7.458988095,2.897785714,8.377857143,2.541071429,6.759285714,2.115133981
4/23/2011,nfa,9.730590062,28.80269928,6.285714286,14.14285714,0.03,0,0.16,0,2.689083333,7.077291667,2.9335,7.705,2.5285,6.295,2.680270833,7.459732143,2.863214286,8.106428571,2.532142857,6.798571429,-1.042574513
4/24/2011,nfa,9.821428572,28.82470238,5.428571429,14.71428571,0.29,0,0.84,0,2.412145833,7.249583333,2.508,7.545,2.346,6.79,2.621101191,7.478541667,2.806142857,8.073571429,2.476,6.805714286,-1.935614181
4/25/2011,nfa,10.06547619,28.83577381,5.285714286,15.28571429,0.18,0,0.24,0,2.485729167,7.703333333,2.7285,8.22,2.377,7.31,2.571889881,7.593839286,2.733357143,8.199285714,2.435642857,6.839285714,-1.647228905
4/26/2011,nfa,10.17261905,28.86,5.142857143,15.28571429,0,1,0,1,2.578791667,7.497708333,2.702,8.005,2.4895,6.965,2.484770833,7.744583333,2.616285714,8.397857143,2.3915,6.93,-3.022149654
4/27/2011,nfa,10.57738095,28.88946429,4.714285714,16.14285714,0,2,0.04,0,2.448541667,7.829583333,2.545,8.765,2.3715,6.69,2.446238095,7.852023809,2.556,8.566428571,2.363428571,7.014285714,-1.386350749
4/28/2011,nfa,11.11309524,28.91517857,4.142857143,17.42857143,0,3,0,1,2.378083333,8.283333333,2.4395,9.225,2.2985,7.01,2.427636905,7.899553571,2.5345,8.725,2.342785714,6.922857143,-0.72653742
4/29/2011,nfa,11.90476191,28.93059524,4,18.85714286,0,4,0,2,2.401020833,8.57125,2.4575,9.32,2.3295,7.45,2.395821429,7.964255952,2.475785714,8.890714286,2.3175,6.823571429,-1.280752869
4/30/2011,nfa,12.64285714,28.93005952,4.285714286,20,0,5,0,3,2.419354167,7.829375,2.5115,8.885,2.332,6.885,2.362407738,8.191577381,2.441428571,9.167142857,2.285071429,6.947142857,-1.298741383
5/1/2011,nfa,13.43452381,28.91880952,4.857142857,21,0,6,0,4,2.2819375,7.582291667,2.3575,8.655,2.2015,6.15,2.362791667,8.372142857,2.441571429,9.365714286,2.279428571,7.069285714,0.070613918
5/2/2011,nfa,14.38095238,28.90660714,5.285714286,22.42857143,0,7,0,5,2.263020833,8.15625,2.3175,9.38,2.2,6.615,2.382372024,8.500476191,2.477642857,9.534285714,2.291214286,7.132142857,0.85419942
5/3/2011,nfa,15.42261905,28.86940476,6,24,0,8,0,6,2.344895833,9.088958333,2.4615,9.94,2.2625,7.83,2.414360119,8.609583333,2.550285714,9.752142857,2.306714286,7.135714286,1.340011341
5/4/2011,nfa,15.81547619,28.82994048,6.714285714,24.14285714,0,9,0,7,2.451229167,9.093541667,2.546,10.155,2.332,7.545,2.461541667,8.763303572,2.616357143,9.961428571,2.335571429,7.173571429,1.909518336
5/5/2011,nfa,15.5,28.78827381,7.285714286,23,0,10,0,8,2.515145833,9.181666667,2.692,10.405,2.381,7.45,2.527133928,8.906339286,2.704857143,10.12,2.384428571,7.305714286,2.676552914
5/6/2011,nfa,14.97619048,28.7425,7.285714286,22.57142857,0,11,0,9,2.6249375,9.335,2.966,10.845,2.438,7.475,2.585241071,8.887767857,2.785357143,10.11571429,2.427285714,7.387857143,2.423318137
5/7/2011,nfa,14.69047619,28.71273809,7,22.28571429,0,12,0,10,2.749625,8.905416667,2.974,10.35,2.534,7.15,2.593071428,8.681011905,2.795214286,9.874285714,2.434071429,7.254285714,0.461386671
5/8/2011,nfa,14.24404762,28.7025,7,21.57142857,0,13,0,11,2.741083333,8.583541667,2.977,9.765,2.5435,7.075,2.562672619,8.559077381,2.763714286,9.848571429,2.408857143,7.110714286,-1.146485719
5/9/2011,nfa,13.84523809,28.71041667,6.857142857,21,0.05,0,0.12,0,2.669770833,8.02625,2.881,9.35,2.5,7.19,2.539761905,8.584226191,2.735642857,9.820714286,2.393214286,7.211428571,-0.776551112
5/10/2011,nfa,13.6547619,28.71761905,6.714285714,21,0,1,0,1,2.399708333,7.641666667,2.5305,8.25,2.31,6.895,2.522708333,8.58327381,2.700214286,9.752142857,2.3805,7.247857143,-0.485344596
5/11/2011,nfa,13.14285714,28.71607143,6.714285714,20.57142857,0,2,0,2,2.2384375,8.24,2.3255,9.975,2.1555,6.54,2.494535714,8.629583333,2.673285714,9.806428571,2.354571429,7.275714286,-0.896788479
5/12/2011,nfa,12.21428571,28.72625,5.857142857,19.71428571,0,3,0,3,2.354770833,9.357708333,2.4955,10.21,2.2715,8.155,2.469029762,8.587886905,2.652285714,9.908571429,2.331785714,7.345,-0.795741148
5/13/2011,nfa,11.58333333,28.73875,5.428571429,18.85714286,0,4,0,4,2.5055625,9.328333333,2.718,10.365,2.349,7.73,2.432779762,8.323244048,2.592428571,9.692857143,2.306357143,7.057142857,-1.240909129
5/14/2011,nfa,10.63431677,28.72634834,5.571428571,16.85714286,0,5,0,5,2.552416667,9.229583333,2.7855,10.73,2.3525,7.345,2.39858631,8.059047619,2.561071429,9.475,2.2725,6.772857143,-1.307561944
5/15/2011,nfa,9.860507246,28.70807453,5.142857143,15.71428571,1.07,0,0.64,0,2.562541667,8.291666667,2.83,10.48,2.384,7.56,2.370071429,7.823303571,2.536571429,9.02,2.245857143,6.753571429,-1.151077295
